StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,part3_id,SAQ01,MCQ01,SAQ02,MCQ02,SAQ03,MQ03,SAQ04,MCQ04,SAQ05,MCQ05,SAQ06,MCQ06,SAQ07,MCQ07,SC0,Q_RecaptchaStatus,Q_RecaptchaError,Q_BallotBoxStuffing,PROLIFIC_PID
29/04/2026 10:03,29/04/2026 10:17,IP Address,100,829,TRUE,29/04/2026 10:17,R_8In5fXOVomwbrxr,anonymous,EN,0.899999976,67e0870d582edce0a2764d1f,he was accidentally poisoned 72 times and a tea leaf flew into his mouth. He chewed it and was cured,As a vegetable,by grinding tea to powder then mixing it with hot water,shifted the standard from tea pressed into cakes to loose leaf tea,"silk, tea and porcelain ","silver, opium","In the opium war, Britain defeated  Ming dynasty",To grow tea themselves and control the market,"as the demand for tea grew in Europe, there was a need for a fast way to deliver tea and so the ship was developed for fast transportation. ",first,it was brought to Japan by a Japanese monk,Dutch traders brought tea to Europe,making tea famous in the English countries,10 times more than,6,complete,,,67e0870d582edce0a2764d1f
29/04/2026 10:10,29/04/2026 10:17,IP Address,100,417,TRUE,29/04/2026 10:17,R_8P0PN39e7gmRAIR,anonymous,EN,1,69bc2604a076b7bafaa9f016,"He was repeatedly poisoning himself by testing which plants were toxic and one day a few leaves from a nearby plant fell into his hot water, he drank it and noticed it cured him. ",As a drink,Tea leaves were steamed and then ground into a powder so it could be whisked into hot water.,allowed artists to draw pictures in the foam of the tea,Tea and Silk ,"silver, opium",Opium war,To grow tea themselves and control the market,exporting and importing tea leaves ,second,Not sure,English traders brought tea to Europe,I don't know? I don't recall this in the video,double,3,complete,,,69bc2604a076b7bafaa9f016
29/04/2026 10:05,29/04/2026 10:17,IP Address,100,737,TRUE,29/04/2026 10:17,R_8tfoAgMGIOJdJh4,anonymous,EN,1,5e39fa4332667b2143e1d998,when he rested a leaf fell from a tree into a pot of water,As a drink,using tea plants dried and ground into a powder,allowed artists to draw pictures in the foam of the tea,"electronics, cars ","gold, tobacco",due to losing the wars,To grow tea themselves and control the market,for a faster delivery of tea from china,second,by japanese monks,Dutch traders brought tea to Europe,drinking tea,double,3,complete,,,5e39fa4332667b2143e1d998
29/04/2026 10:04,29/04/2026 10:17,IP Address,100,792,TRUE,29/04/2026 10:17,R_8CbMHuMySMs7Pbj,anonymous,EN,1,697a617c5a65b0190b2fd918,He accidentally ate a leaf after he was poisoned. ,As a vegetable,tea leaves is ground into powder,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, Porcelain, silk","silver, opium",Britain used opium to exchange tea with China. Later China lost in the opium war and ceded Hong Kong to the British. ,To grow tea themselves and control the market,Because British needed to transport tea from China to Europe ,first,A monk bought tea to Japan  ,English traders brought tea to Europe,she made tea popular,10 times more than,5,complete,,,697a617c5a65b0190b2fd918
29/04/2026 10:09,29/04/2026 10:17,IP Address,100,466,TRUE,29/04/2026 10:17,R_8P7IVROQtbIzIoU,anonymous,EN,1,6658b181c00bf8747d5c793b,While testing herbs for medicine ,As a vegetable,By grinding the tea leaves into powder ,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, spices and rice ","silver, opium",Because of the first opuim war. ,To grow tea themselves and control the market,To speed up in global trade ,second,During the Tang Dynasty,English traders brought tea to Europe,She popularized the habit of drinking tea in England ,double,5,complete,,,6658b181c00bf8747d5c793b
29/04/2026 10:11,29/04/2026 10:18,IP Address,100,426,TRUE,29/04/2026 10:18,R_2EZcicB3h8BYm09,anonymous,EN,1,673b7de4a2e905d7e456db70,He was searching for food and stumbled across it.,As a seasoning,"Steaming, drying and blending a matcha plant. Then you need to add hot water to it.",shifted the standard from tea pressed into cakes to loose leaf tea,"Opium, tea and matcha","silver, opium",The had a war and did not want to sell tea to them.,To grow tea themselves and control the market,Britain lost a war and wanted to trade more for money.,second,Monks made it popular. ,English traders brought tea to Europe,She made drinking tea popular,double,4,complete,,,673b7de4a2e905d7e456db70
29/04/2026 10:14,29/04/2026 10:18,IP Address,100,242,TRUE,29/04/2026 10:18,R_2j6Y4lf5laY4QMr,anonymous,EN,1,5ed91ca79e50c2472f4045a2,I cannot recall,As a sauce,I think it was the loose leaves of tea grounded up and added with something ,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, opium, i cannot remember the 3rd thing im afraid","silver, opium",Because of the opium they were trading and China needed,To grow tea themselves and control the market,The desire to be the fastest to get tea into Europe beating other countries,second,I have no idea im sorry i cannot remember,Dutch traders brought tea to Europe,Making a cup of tea popular in the uk by it being in a bag?,10 times more than,6,complete,,,5ed91ca79e50c2472f4045a2
29/04/2026 10:12,29/04/2026 10:19,IP Address,100,416,TRUE,29/04/2026 10:19,R_2l3OUD3ueKpXXOH,anonymous,EN,1,5dcb2bb4ae3b3b814b5fe27d,He drank it after being exhausted from travelling,As a seasoning,"Matcha is made by fine powder by shading bushes, drying and grinding leaves until it becomes green powder.",shifted the standard from tea pressed into cakes to loose leaf tea,"opium, tea, porcelain/ceramic","silver, opium",military defeat,To grow tea themselves and control the market,"tea trade, intense trade",second,When they studied buddhism,Dutch traders brought tea to Europe,drinking tea,half,5,complete,,,5dcb2bb4ae3b3b814b5fe27d
29/04/2026 10:12,29/04/2026 10:19,IP Address,100,391,TRUE,29/04/2026 10:19,R_2Lvk2wXutuDyXAd,anonymous,EN,1,62b8b2be4c2b1d481f4f68c0,They ingested the leaves to cure poisoning.,As a vegetable,Finely ground tea cakes are mixed with hot water with a wooden whisk.,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, Porcelain, Silk.","silver, opium",As a settlement at the end of the Opium Wars along with resuming trade on less favourable terms.,To grow tea themselves and control the market,A desire to bring shipments of tea back to europe faster than any other competitor to get the best prices.,second,I don't remember now.  I presume through trade.,English traders brought tea to Europe,I don't remember this being in the video but I'm guessing introducing tea as a hot drink to England.,double,5,complete,,,62b8b2be4c2b1d481f4f68c0
29/04/2026 10:11,29/04/2026 10:20,IP Address,100,586,TRUE,29/04/2026 10:20,R_2dMIeReRAAfSc4P,anonymous,EN,1,5ee0edcb962eba464f486b40,Can't remember,As a vegetable,Don't know or recall,shifted the standard from tea pressed into cakes to loose leaf tea,"Porcelain, silk and tea","silver, opium",Military defeat in the so called Opium War,To grow tea themselves and control the market,To compete with other European competitors in bringing tea to Europe quickly ,second,I think some connection to Matcha,English traders brought tea to Europe,Bringing tea to England,10 times more than,6,complete,,,5ee0edcb962eba464f486b40
29/04/2026 10:13,29/04/2026 10:21,IP Address,100,519,TRUE,29/04/2026 10:21,R_8jwYZ6FbNY1oprj,anonymous,EN,1,69938c18c4e77ddc97fe78c8,To cure poison,As a vegetable,tea leaf,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, silk, porcelain","silver, opium",Don't remember,To grow tea themselves and control the market,to meet economic demand,second,"By some monk, returning from study",Dutch traders brought tea to Europe,Drinking tea,10 times more than,7,complete,,,69938c18c4e77ddc97fe78c8
29/04/2026 10:16,29/04/2026 10:22,IP Address,100,310,TRUE,29/04/2026 10:22,R_2oYeqHSAlhbQjad,anonymous,EN,1,5953668fb2e8430001ea478f,"he was poisoned, then tea leaves fell in his hot water, he drank it and was cured",As a vegetable,green tea leaves steeped in hot water,allowed artists to draw pictures in the foam of the tea,"silk, tea, metal","silver, opium","due to the opium wars - fighting over the tea, opium trade",To grow tea themselves and control the market,i dont know,second,through trade,Dutch traders brought tea to Europe,bringing tea to the english nobility and then the people,double,5,complete,,,5953668fb2e8430001ea478f
29/04/2026 10:18,29/04/2026 10:22,IP Address,100,255,TRUE,29/04/2026 10:22,R_8eOHUhIR4eK4Uv3,anonymous,EN,,61364d250433ee40764f71b4,I forgot,As a drink,"Tea leaves were dissolved in hot water, and allowed to sit for 10 minutes or so",allowed tea to be the subject of books and poetry,"tea, opium and coffee","silver, opium",To end the opium war,To grow tea themselves and control the market,I forgot,second,I forgot,English traders brought tea to Europe,She introduced tea in the royal family,double,3,error,timeout,,61364d250433ee40764f71b4
29/04/2026 10:09,29/04/2026 10:23,IP Address,100,813,TRUE,29/04/2026 10:23,R_8gZbfv752hlSy4D,anonymous,EN,1,6641059cdec71f7b7d5a5e2b,A tea leaf blew into his drink,As a vegetable,It was ground up into a powder and boiled,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, china and silk","silver, opium","They got beat in the war, something to do with opium being stolen ",To grow tea themselves and control the market,Tea was popular so they needed to transport it quickly,second,Someone took a tea plant to Japan,Dutch traders brought tea to Europe,Making tea popular,10 times more than,7,complete,,,6641059cdec71f7b7d5a5e2b
29/04/2026 10:14,29/04/2026 10:23,IP Address,100,583,TRUE,29/04/2026 10:23,R_2CZLLByXjkb5G8u,anonymous,EN,1,660ea65b18972d0e6a14a896,"He was testing different herbs and leaves and poisoned himself, and discovered that eating tea leaves cured him.",As a vegetable,By crushing up the macha leaves and forming them into a tight-knit block,shifted the standard from tea pressed into cakes to loose leaf tea,Tea... can't remember anything else... silk?,"gold, opium","Because the British exchanged tea for opium, which became a significant problem in China, which led to the Opium War, which led to China ceding Hing Kong to the British.",To grow tea themselves and control the market,The competition between rival companies to transport tea from China to Europe,first,It was first used as a cooking ingredient?,Dutch traders brought tea to Europe,Was it her who started using loose tea-leaves first?,10 times more than,5,complete,,,660ea65b18972d0e6a14a896
29/04/2026 10:18,29/04/2026 10:24,IP Address,100,342,TRUE,29/04/2026 10:24,R_25TjUS6pqPoZHy7,anonymous,EN,1,65cbbbcc5c1ef8b850c91eb5,Can't remember,As a vegetable,Can't remember,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, silk, opium","gold, opium",Part of post war settlement,To grow tea themselves and control the market,Demand for faster shipment of goods from the Far East,second,By British traders,Dutch traders brought tea to Europe,Introduced tea drinking,double,5,complete,,,65cbbbcc5c1ef8b850c91eb5
29/04/2026 10:03,29/04/2026 10:10,IP Address,100,422,TRUE,29/04/2026 10:25,R_2Rx7LPP9oFtU6Of,anonymous,EN,1,5f75f7a73bf0b60009f88e38,Shennong has poisoned himself seven times and was on the verge of death when a tea leaf fell into his mouth and revived him.,As a vegetable,"Matcha was made by placing tea leaves into cakes, grinding that down in into powder and then added to boiling water. ",shifted the standard from tea pressed into cakes to loose leaf tea,"The three essential export goods that gave China significant power and economic influence were: tea, silk and porcelain. ","silver, opium",China ceded Hong Kong to the British as a result of the Opium War. ,To grow tea themselves and control the market,The clipper ship was created to transport tea to other countries. ,second,"China traded tea with Japan
",English traders brought tea to Europe,"Queen Catherine of Braganza was credited for bringing tea to England in the 1600s.
",double,5,complete,,,5f75f7a73bf0b60009f88e38
29/04/2026 10:20,29/04/2026 10:25,IP Address,100,318,TRUE,29/04/2026 10:25,R_865CKB5bIHZWMI2,anonymous,EN,1,61594f3d0ab0ed54b1deb3ec,he was poisoned by loads of things then a tea leaf fell into his mouth and cured him,As a vegetable,i remember learning something about this but don't remember what. ,shifted the standard from tea pressed into cakes to loose leaf tea,"tea, silk and something else","silver, opium",i do not remember this at all,To grow tea themselves and control the market,needing faster transports,first,no idea sorry,English traders brought tea to Europe,bringing tea to the uk,10 times more than,5,complete,,,61594f3d0ab0ed54b1deb3ec
29/04/2026 10:21,29/04/2026 10:27,IP Address,100,363,TRUE,29/04/2026 10:27,R_2GHsgGqIVe6EHyY,anonymous,EN,1,5f6c69c8ef3322000b04fc6a,"He got poisoned and whilst in the forest, a tea leaf fell in his mouth and cured him.",As a vegetable,They decided to make it into a powder instead of loose leaf.,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, silk","silver, opium",They lost the war. ,To grow tea themselves and control the market,"Everyone wanted to buy tea, and as China was the only country to grow and sell it, everyone was competing to get it first.",first,Through trade,Dutch traders brought tea to Europe,Introducing tea to England.,10 times more than,6,complete,,,5f6c69c8ef3322000b04fc6a
29/04/2026 10:21,29/04/2026 10:28,IP Address,100,403,TRUE,29/04/2026 10:28,R_20wxVNe8eGl1cff,anonymous,EN,0.899999976,5838532eaac091000137f09e,The leaves fell into his boiling water,As a vegetable,dried leaves are ground into a fine powder,cut down on the export of porcelain and silk to make tea the main export good,"Porcelain, Tea and silk","silver, opium","As part of a treaty with other ports, the British used",To grow tea themselves and control the market,They were fast and able to dominate the market,second,It came from China,Dutch traders brought tea to Europe,She is credited with introducing tea to England ,10 times more than,6,complete,,,5838532eaac091000137f09e
29/04/2026 10:24,29/04/2026 10:28,IP Address,100,247,TRUE,29/04/2026 10:28,R_8LXxSJLraGJiwrc,anonymous,EN,1,5e99760adc79bf1a87441b86,A leaf blew into his mouth,As a vegetable,powdered tea which was then added to water,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, ceramic and rice","silver, opium","Because of the war
",To grow tea themselves and control the market,trade pressure to increase speed ,second,as a powder,Dutch traders brought tea to Europe,Polularising drinking tea amongst aristocracy,10 times more than,7,complete,,,5e99760adc79bf1a87441b86
29/04/2026 10:22,29/04/2026 10:29,IP Address,100,362,TRUE,29/04/2026 10:29,R_8cpysiVrw68dA1C,anonymous,EN,1,6744d143eddffd17d345b192,"Supposedly he was trying a bunch of different plants and got dozens of diseases from certain plants, and when he ate the tea plant this cured him from the other diseases.",As a seasoning,Tea leaves refined into powder form.,shifted the standard from tea pressed into cakes to loose leaf tea,"'- Tea
- Silk","gold, opium",I can't remember but it was in relation to the British getting Chinese citizens hooked on Opium due to the exports.,To grow tea themselves and control the market,The need for faster shipping worldwide.,second,I cannot remember.,English traders brought tea to Europe,She brought tea drinking to Britain.,double,3,complete,,,6744d143eddffd17d345b192
29/04/2026 10:24,29/04/2026 10:29,IP Address,100,257,TRUE,29/04/2026 10:29,R_2YcictyIt7AcJnc,anonymous,EN,1,56b4d0bb5ac959000d28beb5,He found the plant and ate some of the leaf,As a vegetable,I don't know,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, silk and porcelain","silver, opium",I don't know,To grow tea themselves and control the market,To get the tea from China as quickly as possible to get the highest price,second,I don't know,Dutch traders brought tea to Europe,I don't know,10 times more than,7,complete,,,56b4d0bb5ac959000d28beb5
29/04/2026 10:00,29/04/2026 10:29,IP Address,100,1721,TRUE,29/04/2026 10:29,R_8P100fezOKm21py,anonymous,EN,1,697900ae46a7b40c447e7e88,"He discovered tea while resting under a tree , a wind blew leaves into the pot of boiling water. ",As a vegetable,"Macha is made by steaming the leaves, drying and stone grinding. ",shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, Silk and Porcelain ","silver, opium","They cede Honk Kong due to loosing the opium war. 
",To grow tea themselves and control the market,The need to deliver fresh tea from China to London very fast. ,second,The tea was introduced by personnel returning from China,Dutch traders brought tea to North America,She was credited for popularizing the drink in England.,10 times more than,6,complete,,,697900ae46a7b40c447e7e88
29/04/2026 10:14,29/04/2026 10:29,IP Address,100,880,TRUE,29/04/2026 10:29,R_2P67TOYlzzLyjvt,anonymous,EN,0.800000012,67ab774ce8f7c0ef8f2fbcd7,"He poisoned himself and then a leaf fell in his mouth. After chewing it, he got revived.",As a vegetable,"Tea leaves were heated, do small cakes out of the mixture, then grind in powder and heated again with water.",shifted the standard from tea pressed into cakes to loose leaf tea,"Silk, china and tea","silver, opium",They got defeated in the war,To grow tea themselves and control the market,To beat competition,second,By a monk,English traders brought tea to Europe,Making tea popular. ,10 times more than,6,complete,,,67ab774ce8f7c0ef8f2fbcd7
29/04/2026 10:22,29/04/2026 10:30,IP Address,100,493,TRUE,29/04/2026 10:30,R_2dVVHFtVU32wDLY,anonymous,EN,1,5df0c64767a23610ed01d9c7,I think he was injured and used tea leaves for his wounds,As a seasoning,the tea leaves were grinder whole ,cut down on the export of porcelain and silk to make tea the main export good,"tea, porcelain, silver","silver, opium",Opium crisis? they lost the war ,To grow tea themselves and control the market,getting tea from china?,second,by monks who brought the tea from china,English traders brought tea to Europe,popularising tea and importing it from China,10 times more than,4,complete,,,5df0c64767a23610ed01d9c7
29/04/2026 10:26,29/04/2026 10:30,IP Address,100,264,TRUE,29/04/2026 10:30,R_2fTwFfYjsiBo2sQ,anonymous,EN,1,5a1dda5480acd8000104a12b,"whilst searching for medicine
",As a drink,tea powdered mixed into milk,allowed artists to draw pictures in the foam of the tea,"silk, tea and gold","silver, tobacco",I'm not sure,To grow tea themselves and control the market,competition to get tea before prices went up,second,through the British colony,English traders brought tea to Europe,I don't know,double,2,complete,,,5a1dda5480acd8000104a12b
29/04/2026 10:26,29/04/2026 10:31,IP Address,100,300,TRUE,29/04/2026 10:31,R_2sX7EnZ6B9WEyHw,anonymous,EN,1,5ca8d97aed17090016e1f2ef,I do not remember. Sorry,As a vegetable,The tea leaves were grounded to powder and hot water was used to make the tea,allowed artists to draw pictures in the foam of the tea,"silk, porcelain, and tea","silver, opium",Becasue they lost the tea war,To grow tea themselves and control the market,To be used in the tea trade,second,Japanese tea workers brought it to Japan,Dutch traders brought tea to Europe,do not remember,10 times more than,6,complete,,,5ca8d97aed17090016e1f2ef
29/04/2026 10:25,29/04/2026 10:31,IP Address,100,367,TRUE,29/04/2026 10:31,R_8JDSIVSyQb8oKji,anonymous,EN,1,5ae9cde00335e200019e9eed,the tea leaves accidently fell into his pot of water that was boiiling ,As a vegetable,It was made with water and when leaves were left to soak it became matcha ,shifted the standard from tea pressed into cakes to loose leaf tea,"tea, silk, I don't know the last one ","silver, opium",Because it was in their best interest,To grow tea themselves and control the market,To get tea to and from china faster ,second,They took tea plants and growers over ,Dutch traders brought tea to North America,Bringing tea to England ,10 times more than,6,complete,,,5ae9cde00335e200019e9eed
29/04/2026 10:27,29/04/2026 10:32,IP Address,100,317,TRUE,29/04/2026 10:32,R_2qyQ4wA8Vpd3VN1,anonymous,EN,1,5ea159434ac916016387488e,discovered by accident,As a seasoning,ground tea,shifted the standard from tea pressed into cakes to loose leaf tea,tea silk spices,"silver, opium",china lost wars to the british,To make tea an everyday commodity,transportation of tea,first,a sample was stolen from china,Dutch traders brought tea to Europe,introducing the consumption of tea to the british and europe,10 times more than,4,complete,,,5ea159434ac916016387488e
29/04/2026 10:28,29/04/2026 10:33,IP Address,100,247,TRUE,29/04/2026 10:33,R_8IzqBOCTpdf3h3F,anonymous,EN,1,6303b06e6c5c25b452b2d1e3,Cant remember,As a vegetable,Grinding the leaves into a powder and then mixing with water,shifted the standard from tea pressed into cakes to loose leaf tea,"Porcelain, Silk, Tea","silver, opium",Cant remember,To grow tea themselves and control the market,England needed a fast boat to export tea from China to the rest of the world to maximise profits,first,Cant remember,English traders brought tea to Europe,"Bringing tea to England
",10 times more than,5,complete,,,6303b06e6c5c25b452b2d1e3
29/04/2026 10:07,29/04/2026 10:33,IP Address,100,1583,TRUE,29/04/2026 10:33,R_2s0996tOCZ9nF0d,anonymous,EN,1,66dd8fd2905d609d29ccf008,"I think he was boiling some water and some tea leaves blew into it and he realised that it had medicinal properties as a cure for poison, or something along that vein",As a vegetable,The tea leaves were ground down to a powder and mixed with water. ,allowed artists to draw pictures in the foam of the tea,"pottery, tobacco and medicines","gold, opium",Opium use had got out of hand and so China decided to keep the trade going from one place rather than all along the coast. So Britain could only use  Hong Kong to  trade tea.,To grow tea themselves and control the market,The popularity of tea in the UK led to more demand and so the clipper ship was created to get more tea to the UK quicker. A trade was set up and tea was traded for opium.,first,Someone disguised himself as a worker and travelled across the border with some other workers to take the tea to Japan,English traders brought tea to Europe,She married a King of England and introduced her love of tea to Britain.,double,2,complete,,,66dd8fd2905d609d29ccf008
29/04/2026 10:26,29/04/2026 10:34,IP Address,100,445,TRUE,29/04/2026 10:34,R_866CkIMI8xtZaj7,anonymous,EN,1,676574e0a2caa752387f1b1c,He was poisoned and ate a tea leaf to counteract the poison,As a seasoning,It is made by grinding up tea leaves and pressing them into cakes,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, silk and porcelain ","silver, opium",It was part of the Opium wars and given to Britain as part of the peace treaty and to give them a trading port in China,To bring tea culture to India,The race to export tea to europe in the quickest possible times to drive profit,second,No idea,Dutch traders brought tea to Europe,Introducing the drink of tea with hot water to eurpoe,10 times more than,5,complete,,,676574e0a2caa752387f1b1c
29/04/2026 10:26,29/04/2026 10:34,IP Address,100,491,TRUE,29/04/2026 10:34,R_8AHgN9IWMMwtY8L,anonymous,EN,0.899999976,5b70758cf3dd6600010aa9eb,I don't remember.,As a seasoning,Green tea grown in shade.,cut down on the export of porcelain and silk to make tea the main export good,Tea,"silver, opium",The opium wars.,To grow tea themselves and control the market,Gold and tea transportation.,first,I don't remember.,Dutch traders brought tea to North America,Making tea popular as a drink.,double,2,complete,,,5b70758cf3dd6600010aa9eb
29/04/2026 10:28,29/04/2026 10:35,IP Address,100,372,TRUE,29/04/2026 10:35,R_8lnsgBjfchYOCjz,anonymous,EN,1,5e903aadbf2af034503d9bac,He scratched himself and a rubbing tea leaves on the wound healed it,As a vegetable,Powdered tea whipped with hot water to create a foamy drink,shifted the standard from tea pressed into cakes to loose leaf tea,Tea. Rice. Silk.,"silver, opium",As part of a peace deal after the Opium Wars,To grow tea themselves and control the market,The race by different countries and companies to get tea from China to Europe faster than their competitors.,second,I can't remember,Dutch traders brought tea to North America,Making tea drinking popular in England,10 times more than,6,complete,,,5e903aadbf2af034503d9bac
29/04/2026 10:18,29/04/2026 10:36,IP Address,100,1103,TRUE,29/04/2026 10:36,R_82wtmlt20qUNEC5,anonymous,EN,1,6759cf4aa98832e7c32a61b3,leaves drifted into boiling water he was preparing,As a vegetable,"by steaming young tea leaves, drying and then removing the stems. Grinded into a fine powder",shifted the standard from tea pressed into cakes to loose leaf tea,"tea, silk and porcelain","silver, opium",lost the  opium war,To grow tea themselves and control the market,to bring tea from China to Britain as fast as possible,second,Buddhist monks,Dutch traders brought tea to Europe,Popularising tea drinking in England,10 times more than,7,complete,,,6759cf4aa98832e7c32a61b3
29/04/2026 10:29,29/04/2026 10:37,IP Address,100,508,TRUE,29/04/2026 10:37,R_2EMw80KwMO7n3q4,anonymous,EN,1,5ea38a4693216f1a0310f906,"Accidently, can't remember the details",As a vegetable,By using green tea leaves. I can't remember anything else.,shifted the standard from tea pressed into cakes to loose leaf tea,"tea, ceramics, silk","silver, opium","To stop the war, they agreed to cede Hong Kong in return for peace.",To grow tea themselves and control the market,It was to make more profit. There was a lot of competition importing tea into Europe therefore being able to transfer it fast meant being able to have an advantage and make more money.,second,I think it was brought to Japan by a monk.,Dutch traders brought tea to Europe,Bringing tea to England,10 times more than,7,complete,,,5ea38a4693216f1a0310f906
29/04/2026 10:34,29/04/2026 10:37,IP Address,100,195,TRUE,29/04/2026 10:37,R_8F9wfucItQedh0l,anonymous,EN,1,6883a8504728f57551e8c82b,"Leaves from a wild tea plant blew into the water he was boiling, and he decided to taste it.",As a vegetable,"The tea leaves were steamed, dried, then ground into a fine powder and mixed with hot water.",shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, silk, and porcelain","silver, opium","After losing the First Opium War, China was forced to give Hong Kong to Britain under the Treaty of Nanking.",To grow tea themselves and control the market,"The race to bring fresh tea to Britain as quickly as possible pushed shipbuilders to design faster vessels, leading to the clipper ship.",second,Buddhist monks brought tea from China back to Japan.,Dutch traders brought tea to Europe,She helped make tea fashionable at the English royal court and popular among the upper class.,10 times more than,7,complete,,,6883a8504728f57551e8c82b
29/04/2026 10:36,29/04/2026 10:39,IP Address,100,187,TRUE,29/04/2026 10:39,R_8LSyjJaVuY13IR8,anonymous,EN,1,581f6c63930a280001062e8c,He was poisoned and a tea leaf cured him,As a vegetable,Drying tea leaves into cakes and grinding them then mixing with water,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, opium and tobacco","gold, opium",To end the opium wars,To bring tea culture to India,Tea exports around the world,second,By a monk,Dutch traders brought tea to Europe,Popularising tea among aristocracy,10 times more than,5,complete,,,581f6c63930a280001062e8c
29/04/2026 10:35,29/04/2026 10:39,IP Address,100,257,TRUE,29/04/2026 10:39,R_8xOvbeEsrMQZ8GJ,anonymous,EN,0.899999976,6614fb6af3c5aa23b962ea2d,fell from the skies,As a vegetable,powdered tea that was heated ,shifted the standard from tea pressed into cakes to loose leaf tea,tea porcelain silk,"silver, opium",to end a war,To grow tea themselves and control the market,get tea delivered faster to Europe,second,as powder,Dutch traders brought tea to Europe,brewing tea as a drink,10 times less than,6,complete,,,6614fb6af3c5aa23b962ea2d
29/04/2026 10:30,29/04/2026 10:40,IP Address,100,588,TRUE,29/04/2026 10:40,R_82L32nPE6fSqkLZ,anonymous,EN,1,670d2513894d1c633eeb11a6,He was poisoned and about to die when a tea leaf flew into his mouth and revived him,As a vegetable,Matcha was made by first grinding tea cakes into powder and then whisking it in a bowl to make the liquid foamed version of tea.,shifted the standard from tea pressed into cakes to loose leaf tea,"Silk, tea, and porcelain","silver, opium",Because of the first opium war. They had to cede Hong Kong because they lost.,To grow tea themselves and control the market,It was created so that the British could ship tea faster from China to Britain.,second,Some monks brought the first tea plant into the country,English traders brought tea to North America,She was the first person who had tea and then introduced it to the rest of Britain,double,5,complete,,,670d2513894d1c633eeb11a6
29/04/2026 10:30,29/04/2026 10:40,IP Address,100,618,TRUE,29/04/2026 10:40,R_8mqkWTtQUP6XqPA,anonymous,EN,1,639f294882a3797f77a3dd81,it was something to do with being cured of poison 72 times,As a seasoning,macha is made by preserving the tea in its natural form and not putting it through the drying process to turn it black,shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, porcelain and silk ","silver, opium",to end the tea wars,To grow tea themselves and control the market,The clipper ship was I think by the East India Dock company to speed up tea runs back to Europe,first,"I honestly cant remember how tea was introduced to Japan, maybe something to do with travelling monks maybe?",Dutch traders brought tea to Europe,was she responsible for popularising tea?,10 times more than,5,complete,,,639f294882a3797f77a3dd81
29/04/2026 10:32,29/04/2026 10:41,IP Address,100,542,TRUE,29/04/2026 10:41,R_8rwlQM4sOGTI9Pv,anonymous,EN,1,69982bfa1ee6046d7dc34144,He was poisoned and ate the leaves to cure the poisoning.,As a vegetable,"The tea leaves were dried and ground up into a powder, then mixed with hot milk. Patterns were drawn in the froth on the milk.",shifted the standard from tea pressed into cakes to loose leaf tea,"Tea, silk and porcelain china.","silver, opium","After the first opium war, but I don't know the year.",To grow tea themselves and control the market,"Consumption of tea was on the rise across the world, largely due to the spread of the British Empire. Tea trading was a lucrative business and getting the tea to market before competitors was important.",second,It was mixed with grain porridge.,Dutch traders brought tea to Europe,I don't know,10 times more than,7,complete,,,69982bfa1ee6046d7dc34144
29/04/2026 10:39,29/04/2026 10:41,IP Address,100,156,TRUE,29/04/2026 10:41,R_83ZwxIHUJYPo0e7,anonymous,EN,1,69c2b99c139477024421c669,"He poisoned himself multiple times, and when he ate tea it cured him.",As a vegetable,Pressed into cakes,shifted the standard from tea pressed into cakes to loose leaf tea,"Porcelain, tea, and another thing.","silver, opium",Because of a war.,To grow tea themselves and control the market,Competition to trade tea the fastest.,second,Through trade.,Dutch traders brought tea to Europe,No clue.,double,6,complete,,,69c2b99c139477024421c669
29/04/2026 10:39,29/04/2026 10:43,IP Address,100,219,TRUE,29/04/2026 10:43,R_2IV7ne7fzOLUo8h,anonymous,EN,1,6110c7e6ccdfb13e3dde5f4f,he was poisened by eating plants and the tea cured him,As a vegetable,infusing ground leaves with water,shifted the standard from tea pressed into cakes to loose leaf tea,"tea, silk and ?","silver, opium",because they lost the opium wars,To grow tea themselves and control the market,to bring back tea from China,first,traders smuggled it from China,Dutch traders brought tea to Europe,filtering water through the tea to create modern way of drinking tea,10 times more than,6,complete,,,6110c7e6ccdfb13e3dde5f4f
