StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Participant ID,Q1 ,Q2,Q3,Q4,Q5 ,Q6 ,Q7,Q8,Q9,Q10,Q11,Q12,Q13 ,Q14 ,Q15,Q16,Q17 ,Q18 ,Q19 ,Q20,SC0,PROLIFIC_PID,FL_14_DO,StemCellsFinalTest_DO
11/07/2025 03:10,11/07/2025 03:17,IP Address,100,469,TRUE,11/07/2025 03:17,R_8pljMAY0v1mKxoO,anonymous,EN,0.899999976,62da562ad9942a440f6986c9,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(c) Provides a unique breakthrough medication for different diseases.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(c) The high costs that educational institutions will incur to materialize innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(b) There is minimal financial support from private firms due to disinterest and ignorance.,(b) The lack of an adequately representative sample of human subjects for testing.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,14,62da562ad9942a440f6986c9,StemCellsFinalTest,Participant ID|Instructions|Q19 |Q11|Q10|Q3|Q15|Q13 |Q1 |Q2|Q7|Q14 |Q6 |Q4|Q16|Q17 |Q18 |Q9|Q8|Q12|Q5 |Q20|Debrief
11/07/2025 03:10,11/07/2025 03:18,IP Address,100,481,TRUE,11/07/2025 03:18,R_8Tdh6IlXw3mzFex,anonymous,EN,0.800000012,6761f75300af0601c94fb5fa,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(c) Provides a unique breakthrough medication for different diseases.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(c) The high costs that educational institutions will incur to materialize innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.",(c) Statements 3 and 4,(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(c) A shift in animal testing models to human testing models.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,10,6761f75300af0601c94fb5fa,StemCellsFinalTest,Participant ID|Instructions|Q6 |Q2|Q3|Q7|Q8|Q5 |Q20|Q13 |Q17 |Q1 |Q15|Q4|Q11|Q9|Q16|Q19 |Q10|Q14 |Q18 |Q12|Debrief
11/07/2025 03:04,11/07/2025 03:18,IP Address,100,854,TRUE,11/07/2025 03:18,R_86FL0JGrErg936V,anonymous,EN,0.800000012,6229dc51dff340226697778e,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(a) Securely store extensive and complex patient genetic information.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,17,6229dc51dff340226697778e,StemCellsFinalTest,Participant ID|Instructions|Q6 |Q1 |Q20|Q15|Q14 |Q8|Q19 |Q10|Q2|Q18 |Q3|Q12|Q17 |Q9|Q5 |Q13 |Q4|Q7|Q16|Q11|Debrief
11/07/2025 03:12,11/07/2025 03:19,IP Address,100,425,TRUE,11/07/2025 03:19,R_8PdXQCGSP4dzdRt,anonymous,EN,1,62ed1d676bc4d1eaeae21c1b,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(b) Allowing for the design and creation of entirely new, synthetic types of stem cells.",(d) To consolidate different stem cell research globally under one central organization.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,"(c) By documenting the various environmental factors that contributed to the disease's onset, in addition to genetic factors.",(a) Stem cell research is inherently too advanced for the general public to comprehend.,(a) The difficulty in obtaining sufficient funds for the costly final phases of clinical trials.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(a) They are more tightly regulated by the government and face more stringent checks.,(a) Statements 1 and 2,(c) Function as a indestructible repository for individual patient-specific data.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,9,62ed1d676bc4d1eaeae21c1b,StemCellsFinalTest,Participant ID|Instructions|Q14 |Q8|Q17 |Q5 |Q10|Q16|Q12|Q15|Q20|Q7|Q19 |Q1 |Q6 |Q3|Q18 |Q9|Q13 |Q11|Q4|Q2|Debrief
11/07/2025 03:02,11/07/2025 03:20,IP Address,100,1078,TRUE,11/07/2025 03:20,R_8e2eCSKNzVT6YFY,anonymous,EN,1,67659224c577c7e97b074f43,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(b) A general disinterest from pharmaceutical corporations in new scientific discoveries.,"(c) By documenting the various environmental factors that contributed to the disease's onset, in addition to genetic factors.",(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,16,67659224c577c7e97b074f43,StemCellsFinalTest,Participant ID|Instructions|Q2|Q3|Q6 |Q10|Q18 |Q16|Q4|Q14 |Q8|Q19 |Q17 |Q1 |Q20|Q15|Q7|Q12|Q5 |Q13 |Q9|Q11|Debrief
11/07/2025 03:12,11/07/2025 03:20,IP Address,100,486,TRUE,11/07/2025 03:20,R_8iQ1kSzVinA5vi6,anonymous,EN,1,64526be1abfd84e77ccaeb63,(c) Their inherent resistance to the patient's immune system after differentiation.,"(b) Differentiating into new, healthy cells that can release dopamine.",(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(d) By storing a wide range of genetic information that can be used to study diseases,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(a) Securely store extensive and complex patient genetic information.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,13,64526be1abfd84e77ccaeb63,StemCellsFinalTest,Participant ID|Instructions|Q2|Q12|Q9|Q4|Q19 |Q6 |Q17 |Q1 |Q13 |Q5 |Q18 |Q10|Q20|Q7|Q16|Q14 |Q15|Q8|Q11|Q3|Debrief
11/07/2025 03:03,11/07/2025 03:21,IP Address,100,1105,TRUE,11/07/2025 03:21,R_807ceDKHnsfQQb7,anonymous,EN,1,5e909d6c5321c13abee11725,(c) Their inherent resistance to the patient's immune system after differentiation.,(c) Increasing dopamine uptake by the brain when externally administered.,(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(c) To regulate the direct production and sale of stem cell therapies to the public.,(b) A general disinterest from pharmaceutical corporations in new scientific discoveries.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(b) There is minimal financial support from private firms due to disinterest and ignorance.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(a) More stringent government regulations on all newly approved pain relief medications.,(a) The ethical concerns surrounding the manual sourcing of embryonic stem cells.,(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,11,5e909d6c5321c13abee11725,StemCellsFinalTest,Participant ID|Instructions|Q4|Q3|Q8|Q11|Q1 |Q19 |Q14 |Q9|Q18 |Q20|Q15|Q12|Q5 |Q7|Q6 |Q16|Q13 |Q10|Q17 |Q2|Debrief
11/07/2025 03:03,11/07/2025 03:22,IP Address,100,1094,TRUE,11/07/2025 03:22,R_80Ml2hFyaP04ZUU,anonymous,EN,0.899999976,5b07e80e9d397e0001919fba,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(b) A general disinterest from pharmaceutical corporations in new scientific discoveries.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(b) There is minimal financial support from private firms due to disinterest and ignorance.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(a) Securely store extensive and complex patient genetic information.,(c) It ensures that the developed drug will be effective in all patients.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,13,5b07e80e9d397e0001919fba,StemCellsFinalTest,Participant ID|Instructions|Q4|Q19 |Q17 |Q8|Q15|Q6 |Q2|Q1 |Q16|Q20|Q7|Q10|Q9|Q12|Q11|Q3|Q13 |Q18 |Q5 |Q14 |Debrief
11/07/2025 03:15,11/07/2025 03:23,IP Address,100,496,TRUE,11/07/2025 03:23,R_87qfVKC0wSa2fTA,anonymous,EN,1,667364dab7a2b7865029fe6f,(c) Their inherent resistance to the patient's immune system after differentiation.,(d) Stimulating existing damaged neurons to release more dopamine.,(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(a) Statements 1 and 2,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,16,667364dab7a2b7865029fe6f,StemCellsFinalTest,Participant ID|Instructions|Q3|Q5 |Q20|Q13 |Q12|Q19 |Q15|Q16|Q7|Q2|Q9|Q11|Q17 |Q6 |Q4|Q8|Q14 |Q10|Q1 |Q18 |Debrief
11/07/2025 03:05,11/07/2025 03:23,IP Address,100,1114,TRUE,11/07/2025 03:23,R_8UnoTIb9M1rXxjX,anonymous,EN,0.5,63d79f8bb2ac868ba9fd695f,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.",(d) Stimulating existing damaged neurons to release more dopamine.,(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(c) To regulate the direct production and sale of stem cell therapies to the public.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(a) Stem cell research is inherently too advanced for the general public to comprehend.,(b) The lack of an adequately representative sample of human subjects for testing.,(a) iPSCs can differentiate into various cell types pertinent to the disease.,"(c) Their primary focus is restricted to late-stage, highly profitable drug development.",(a) Statements 1 and 2,(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(b) More resources should be devoted to reduce potential side effects of new drugs.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(a) The disease was found to be caused by a virus.,"(a) Statements 1, 2, and 3",(b) Every individual has different lifestyle choices and dietary habits.,7,63d79f8bb2ac868ba9fd695f,StemCellsFinalTest,Participant ID|Instructions|Q5 |Q19 |Q8|Q4|Q6 |Q18 |Q2|Q17 |Q14 |Q12|Q16|Q11|Q20|Q7|Q13 |Q3|Q1 |Q10|Q15|Q9|Debrief
11/07/2025 03:12,11/07/2025 03:24,IP Address,100,711,TRUE,11/07/2025 03:24,R_8YzSVDEd1jF5aIA,anonymous,EN,0.699999988,66d1a3beb6b1c3ca21b3229c,"(d) Their natural occurrence in adult pancreatic tissue, simplifying extraction.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(b) A drug for liver conditions may unexpectedly impact neural cells in human studies.,"(c) Eliminating the need for human clinical trials in the later stages of development, thereby reducing ethical concerns.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(a) They are more tightly regulated by the government and face more stringent checks.,"(b) Statements 1, 2, and 3",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(a) It removes the need for animal testing which may not be transferrable to humans.,(c) A shift in animal testing models to human testing models.,(a) The ethical concerns surrounding the manual sourcing of embryonic stem cells.,(d) The disease could be easily cured with an existing drug.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,9,66d1a3beb6b1c3ca21b3229c,StemCellsFinalTest,Participant ID|Instructions|Q14 |Q11|Q6 |Q20|Q5 |Q12|Q8|Q18 |Q10|Q16|Q1 |Q9|Q4|Q2|Q15|Q13 |Q17 |Q19 |Q3|Q7|Debrief
11/07/2025 03:20,11/07/2025 03:25,IP Address,100,275,TRUE,11/07/2025 03:25,R_8XalU3XUe47PK49,anonymous,EN,0.200000003,67d00ceb0de1512e5669d4c5,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(c) Increasing dopamine uptake by the brain when externally administered.,(c) Provides a unique breakthrough medication for different diseases.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(b) Allowing for the design and creation of entirely new, synthetic types of stem cells.","(b) To establish a conducive research environment, away from external pressures.",(c) The high costs that educational institutions will incur to materialize innovations.,"(c) By documenting the various environmental factors that contributed to the disease's onset, in addition to genetic factors.",(d) Stem cell research suffers from a worldwide shortage of skilled researchers.,(d) The tendency for firms to prioritize profits over effectiveness of their medications.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(b) Statements 1, 2, and 3",(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(c) A shift in animal testing models to human testing models.,(d) The high financial cost needed to sequence patient genomes for iPSC generation.,(c) The motor neurones were not actually dying in the dish.,"(c) Statements 2, 3, and 4",(d) Every individual will not respond well to a drug after prolonged consumption.,4,67d00ceb0de1512e5669d4c5,StemCellsFinalTest,Participant ID|Instructions|Q6 |Q5 |Q11|Q13 |Q17 |Q19 |Q1 |Q20|Q9|Q10|Q3|Q2|Q16|Q12|Q15|Q4|Q14 |Q8|Q18 |Q7|Debrief
11/07/2025 03:10,11/07/2025 03:25,IP Address,100,892,TRUE,11/07/2025 03:25,R_2aCVmcHbro4D6xP,anonymous,EN,0.400000006,67aca624ef17740af213bc30,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(c) A treatment tested in male animals may show harmful effects in female humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,"(c) By documenting the various environmental factors that contributed to the disease's onset, in addition to genetic factors.",(d) Stem cell research suffers from a worldwide shortage of skilled researchers.,(b) The lack of an adequately representative sample of human subjects for testing.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(a) They are more tightly regulated by the government and face more stringent checks.,(a) Statements 1 and 2,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,(b) The inherent difficulty in precisely differentiating stem cells into specific tissue types.,(b) A second cell type was discovered to be contributing to the disease.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,10,67aca624ef17740af213bc30,StemCellsFinalTest,Participant ID|Instructions|Q10|Q20|Q5 |Q14 |Q7|Q9|Q4|Q13 |Q3|Q18 |Q15|Q12|Q6 |Q16|Q17 |Q19 |Q8|Q11|Q2|Q1 |Debrief
11/07/2025 03:21,11/07/2025 03:27,IP Address,100,358,TRUE,11/07/2025 03:27,R_2IDRXMvK1PgehMZ,anonymous,EN,1,6727b19c12511694cfc3af0c,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(c) Provides a unique breakthrough medication for different diseases.,(a) A medication effective in young animals provides little benefits to older humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(b) A general disinterest from pharmaceutical corporations in new scientific discoveries.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(b) Statements 1, 2, and 3",(a) Securely store extensive and complex patient genetic information.,(a) It removes the need for animal testing which may not be transferrable to humans.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,13,6727b19c12511694cfc3af0c,StemCellsFinalTest,Participant ID|Instructions|Q2|Q18 |Q7|Q9|Q8|Q4|Q17 |Q3|Q5 |Q20|Q6 |Q10|Q15|Q12|Q14 |Q1 |Q16|Q19 |Q13 |Q11|Debrief
11/07/2025 03:18,11/07/2025 03:27,IP Address,100,542,TRUE,11/07/2025 03:27,R_2WBS7cC6Pu1jYKn,anonymous,EN,0.800000012,678f621c69647fceb87676a1,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(a) A tendency for academic scientists to keep promising findings from industry.,(d) By storing a wide range of genetic information that can be used to study diseases,(b) There is minimal financial support from private firms due to disinterest and ignorance.,(b) The lack of an adequately representative sample of human subjects for testing.,(c) iPSCs can turn into embryonic stem cells to differentiate into specialized cell types. ,(b) Their operational structures may impede rapid adaptation and novel inquiry.,(c) Statements 3 and 4,(b) Reveal the underlying cellular and molecular mechanisms of disease.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,14,678f621c69647fceb87676a1,StemCellsFinalTest,Participant ID|Instructions|Q11|Q19 |Q7|Q12|Q6 |Q3|Q13 |Q9|Q17 |Q2|Q4|Q18 |Q1 |Q20|Q15|Q14 |Q8|Q10|Q5 |Q16|Debrief
11/07/2025 03:17,11/07/2025 03:29,IP Address,100,729,TRUE,11/07/2025 03:29,R_8fOuvyS0COMRnh4,anonymous,EN,0.100000001,647869e6f69318bacc341d53,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(c) Increasing dopamine uptake by the brain when externally administered.,(a) Allows us to better understand disease-preventing strategies.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(d) The tendency for firms to prioritize profits over effectiveness of their medications.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(b) Their operational structures may impede rapid adaptation and novel inquiry.,"(d) Statements 1, 2, 3, and 4",(a) Securely store extensive and complex patient genetic information.,(b) It provides a platform to observe drug effects on human lung cells.,(a) More stringent government regulations on all newly approved pain relief medications.,(a) The ethical concerns surrounding the manual sourcing of embryonic stem cells.,(c) The motor neurones were not actually dying in the dish.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,11,647869e6f69318bacc341d53,StemCellsFinalTest,Participant ID|Instructions|Q12|Q17 |Q15|Q7|Q18 |Q5 |Q2|Q20|Q4|Q8|Q14 |Q19 |Q11|Q13 |Q10|Q6 |Q1 |Q3|Q16|Q9|Debrief
11/07/2025 03:07,11/07/2025 03:30,IP Address,100,1341,TRUE,11/07/2025 03:30,R_8qCMgyyoIlFOv49,anonymous,EN,0.600000024,6708e405424678d90434ac89,"(a) Their ability to differentiate into any specialized cell type, including beta cells.","(b) Differentiating into new, healthy cells that can release dopamine.",(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.","(b) To establish a conducive research environment, away from external pressures.",(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(c) There are strong political and financial opposition towards the use of stem cells.,(b) The lack of an adequately representative sample of human subjects for testing.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(d) They are subject to more intense ethical scrutiny than smaller institutions.,"(d) Statements 1, 2, 3, and 4",(a) Securely store extensive and complex patient genetic information.,(b) It provides a platform to observe drug effects on human lung cells.,(d) Tools to predict individual drug responses based on genetic makeup.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(c) The motor neurones were not actually dying in the dish.,"(a) Statements 1, 2, and 3",(c) Every individual has a different genetic makeup.,12,6708e405424678d90434ac89,StemCellsFinalTest,Participant ID|Instructions|Q14 |Q2|Q10|Q5 |Q1 |Q19 |Q18 |Q3|Q17 |Q16|Q11|Q7|Q13 |Q8|Q20|Q12|Q9|Q6 |Q15|Q4|Debrief
11/07/2025 03:20,11/07/2025 03:31,IP Address,100,614,TRUE,11/07/2025 03:31,R_8liLlOAFJSw6Vwt,anonymous,EN,1,66420f13760bbfe0ee3af466,"(a) Their ability to differentiate into any specialized cell type, including beta cells.",(d) Stimulating existing damaged neurons to release more dopamine.,(d) Enables us to remedy the onset of diseases more effectively.,(d) A compound that is non-toxic for animals may cause serious harm in humans.,"(d) Improving the rate, capacity, and uniformity in the production of diverse human cell lines for testing.",(d) To consolidate different stem cell research globally under one central organization.,(d) The gap in resources and processes that prevents early research from translating into industrial innovations.,(a) By demonstrating how specific genetic predispositions manifest as functional changes at the cellular level as the disease unfolds.,(d) Stem cell research suffers from a worldwide shortage of skilled researchers.,(c) The inaccuracy of early-stage models to predict a drug's efficacy in humans.,(d) iPSCs can tackle diseased cells without rejection from the immune system.,(a) They are more tightly regulated by the government and face more stringent checks.,"(d) Statements 1, 2, 3, and 4",(b) Reveal the underlying cellular and molecular mechanisms of disease.,(a) It removes the need for animal testing which may not be transferrable to humans.,(c) A shift in animal testing models to human testing models.,"(c)  The slow, laborious, and inconsistent nature of manual stem cell line creation.",(b) A second cell type was discovered to be contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(c) Every individual has a different genetic makeup.,11,66420f13760bbfe0ee3af466,StemCellsFinalTest,Participant ID|Instructions|Q7|Q17 |Q15|Q18 |Q1 |Q4|Q20|Q13 |Q12|Q14 |Q9|Q5 |Q11|Q19 |Q6 |Q16|Q10|Q8|Q3|Q2|Debrief
