StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent form,Prolific ID,Age,Gender ,Instructions check,Q1 ,Q2,Q3,Q4,Q5 ,Q6 ,Q7,Q8,Q9,Q10,Q11,Q12,Q13 ,Q14 ,Q15,Q16,Q17 ,Q18 ,Q19 ,Q20,Prior knowledge_1,JOL _1,Prior knowledge_1,JOL_1,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19 ,Q20,Prior knowledge_1,JOL_1,Prior knowledge_1,JOL_1,SC0,PROLIFIC_PID,RunningScore,QuestionCount,FL_14_DO,"RetrievalPractice,StemCells_DO","ElaboratedExplanation,StemCells_DO","RetrievalPractice,Psychedelics_DO","ElaboratedExplanation,Psychedelics_DO"
09/07/2025 03:10,09/07/2025 03:34,IP Address,100,1452,TRUE,09/07/2025 03:34,R_2Genq1rpCEW8aJs,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",6761f75300af0601c94fb5fa,50,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,0,6761f75300af0601c94fb5fa,0,0,"ElaboratedExplanation,StemCells",,Instructions|Video |Instructions|E4|E10 |E6|E8|E12 |E13 |E9|E2|E5|E7 |E19|E20 |E15|E16|E11|E18|E1|E14|E17|E3|Prior knowledge|JOL|Instructions,,
09/07/2025 03:08,09/07/2025 03:34,IP Address,100,1589,TRUE,09/07/2025 03:34,R_80vkDPex4TlqVUU,anonymous,EN,0.699999988,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",66d1a9db2911b86aa59b4378,33,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,0,66d1a9db2911b86aa59b4378,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E7|E19|E2|E20|E10|E5|E9|E18|E11|E17|E15|E16|E1|E8|E6|E4|E3|E13|E14|E12|Prior knowledge|JOL|Q140
09/07/2025 03:10,09/07/2025 03:34,IP Address,100,1469,TRUE,09/07/2025 03:34,R_8iEyNNhTupu12tD,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",60eaeaa416ee31f32d13393c,31,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,60eaeaa416ee31f32d13393c,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E11|E10|E5|E8|E13|E14|E20|E9|E6|E12|E1|E18|E15|E19|E16|E17|E7|E2|E4|E3|Prior knowledge|JOL|Q140
09/07/2025 03:14,09/07/2025 03:35,IP Address,100,1263,TRUE,09/07/2025 03:35,R_2T9SyvKCGFdOanT,anonymous,EN,1,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",65aea1ad4ec9136d74dc5095,46,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,2,36,,,,,,,,,,,,,,,,,,,,,,,,,0,65aea1ad4ec9136d74dc5095,0,0,"ElaboratedExplanation,StemCells",,Instructions|Video |Instructions|E8|E1|E19|E18|E4|E20 |E10 |E2|E5|E7 |E12 |E9|E15|E16|E13 |E14|E11|E3|E6|E17|Prior knowledge|JOL|Instructions,,
09/07/2025 03:11,09/07/2025 03:35,IP Address,100,1422,TRUE,09/07/2025 03:35,R_2CJy7RyT9zokiTr,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",66d608e93c32a8b90bb92ae4,33,Female,Yes,(b) iPSCs contain the specific genetic makeup of the patient with the heart condition.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,20,66d608e93c32a8b90bb92ae4,20,20,"RetrievalPractice,StemCells",Instructions|Video|Instructions|Q17 |Q18 |Q19 |Q5 |Q14 |Q13 |Q11|Q2|Q6 |Q1 |Q10|Q16|Q20|Q15|Q3|Q12|Q8|Q9|Q4|Q7|Prior knowledge|JOL |Instructions ,,,
09/07/2025 03:14,09/07/2025 03:35,IP Address,100,1284,TRUE,09/07/2025 03:35,R_8SOWFMz3w2iPdrb,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",66c20b634a3b292d25596fbc,52,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,,,,,,,,,,0,66c20b634a3b292d25596fbc,0,0,"ElaboratedExplanation,StemCells",,Instructions|Video |Instructions|E7 |E8|E14|E11|E10 |E20 |E9|E2|E12 |E1|E5|E3|E4|E17|E16|E13 |E15|E6|E19|E18|Prior knowledge|JOL|Instructions,,
09/07/2025 03:08,09/07/2025 03:35,IP Address,100,1607,TRUE,09/07/2025 03:35,R_8MLHKbxuCeqijCp,anonymous,EN,0.800000012,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5b07e80e9d397e0001919fba,47,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,1,40,,,,,,,,,,,,,,,,,,,,,,,,,0,5b07e80e9d397e0001919fba,0,0,"ElaboratedExplanation,StemCells",,Instructions|Video |Instructions|E4|E17|E13 |E8|E12 |E1|E2|E3|E5|E10 |E20 |E19|E15|E7 |E16|E14|E11|E18|E9|E6|Prior knowledge|JOL|Instructions,,
09/07/2025 03:14,09/07/2025 03:35,IP Address,100,1278,TRUE,09/07/2025 03:35,R_22CfydB7PbRfaI9,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",667c308704a084c0aeafb8b4,22,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70,0,667c308704a084c0aeafb8b4,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E11|E4|E17|E8|E14|E16|E20|E9|E19|E15|E10|E1|E3|E5|E7|E6|E2|E12|E18|E13|Prior knowledge|JOL|Q140
09/07/2025 03:12,09/07/2025 03:35,IP Address,100,1415,TRUE,09/07/2025 03:35,R_2ARoW0oHNj9wfLS,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5efe25a46e799912a9e250c3,36,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,0,5efe25a46e799912a9e250c3,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E15|E14|E10|E7|E11|E6|E1|E4|E16|E8|E18|E12|E19|E2|E17|E13|E3|E20|E9|E5|Prior knowledge|JOL|Q140
09/07/2025 03:11,09/07/2025 03:35,IP Address,100,1457,TRUE,09/07/2025 03:35,R_22QFMWP18HYWCYN,anonymous,EN,0.699999988,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",67c60b46b619cad09b65ab51,51,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,70,0,67c60b46b619cad09b65ab51,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E12|E16|E14|E11|E4|E6|E9|E7|E17|E5|E10|E15|E20|E1|E3|E19|E8|E2|E13|E18|Prior knowledge|JOL|Q140
09/07/2025 03:11,09/07/2025 03:36,IP Address,100,1447,TRUE,09/07/2025 03:36,R_8pQN75r0IJPuUCg,anonymous,EN,0.800000012,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5c5cad3e4ee81200018eafe2,75,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64,0,5c5cad3e4ee81200018eafe2,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E5|E10|E7|E18|E16|E13|E4|E17|E20|E6|E14|E19|E1|E15|E3|E8|E12|E9|E11|E2|Prior knowledge|JOL|Q140
09/07/2025 03:08,09/07/2025 03:36,IP Address,100,1660,TRUE,09/07/2025 03:36,R_2DO7UCo9cd87Jog,anonymous,EN,1,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",679a0366c8793f4845badfd6,20,Male,Yes,(a) iPSCs can differentiate into a wider variety of cell types than embryonic stem cells.,(b) It confirms that viruses are the only way to induce pluripotency in adult cells.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(b) Statements 1, 2, and 3",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(c) Their established structures may prevent them from adapting quickly or asking novel questions.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.","(a) It provides a recording of the events leading up to the ""crash"" or disease state.",(b) Reveal the fundamental cellular interactions underlying a disease.,(a) To suggest that stem cell research will eventually become a routine and accepted medical tool.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(b) To re-screen the drug on diverse liver cell models for a potential new use.,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,18,679a0366c8793f4845badfd6,18,20,"RetrievalPractice,StemCells",Instructions|Video|Instructions|Q6 |Q7|Q17 |Q10|Q3|Q18 |Q9|Q20|Q1 |Q16|Q13 |Q5 |Q11|Q19 |Q2|Q12|Q4|Q15|Q14 |Q8|Prior knowledge|JOL |Instructions ,,,
09/07/2025 03:10,09/07/2025 03:36,IP Address,100,1533,TRUE,09/07/2025 03:36,R_8fx07zePCi2zKmp,anonymous,EN,0.400000006,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5987030cfd8cca00015cbc26,61,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,,,(d) Their promotion by mainstream psychiatric organisations.,(a) prevented recreational users from accessing pure substances.,(c) Creating a supportive therapeutic context for administration.,(b) intention and context of their application.,(b) They were primarily focused on recreational enjoyment.,(c) psychedelics can facilitate experiences that traditional rituals may not.,"(a) rigorous, scientific validation of therapeutic potential.",(c) The failure of all existing psychiatric medications.,(d) It works by suppressing difficult emotions and symptoms.,(a) Statement 1 only,(a) a self-centered perspective to a broader awareness.,(c) increases the brain's filtering of incoming information.,(a) By increasing brain activity in all major regions.,"(d) Statements 1, 2, 3 and 4",(b) It ensures the therapist provides specific guidance and interpretation.,(c) Including non-drug psychotherapy sessions for integration.,(a) The therapeutic benefits appear to be durable and lasting.,(b) may offer a substantial improvement over existing therapies.,"(c) Medically supervised sessions for specific, approved conditions.",(a) re-establish psychedelics' legitimacy within the medical system.,1,40,,,11,5987030cfd8cca00015cbc26,11,20,"RetrievalPractice,Psychedelics",,,Instructions|Video|Instructions|Q13|Q2|Q20|Q18|Q8|Q11|Q5|Q7|Q15|Q1|Q16|Q12|Q6|Q14|Q17|Q19 |Q4|Q3|Q9|Q10|Prior knowledge|JOL|Instructions,
09/07/2025 03:12,09/07/2025 03:36,IP Address,100,1401,TRUE,09/07/2025 03:36,R_2YJvk7cMPgcMnbW,anonymous,EN,0.100000001,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5b15a1369663ee000146421e,39,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,0,5b15a1369663ee000146421e,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E13|E14|E15|E4|E18|E1|E12|E9|E5|E11|E3|E10|E16|E20|E2|E17|E8|E7|E6|E19|Prior knowledge|JOL|Q140
09/07/2025 03:10,09/07/2025 03:36,IP Address,100,1533,TRUE,09/07/2025 03:36,R_8V463vfh3rE3XmY,anonymous,EN,0.899999976,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",65787269e68b8f57359ac1ab,53,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,,,(a) Their association with counterculture and anti-war movements.,(d) halted progress on a promising mental health treatment approach.,(c) Creating a supportive therapeutic context for administration.,(b) intention and context of their application.,(d) They provided a profound emotional and spiritual connection.,(c) psychedelics can facilitate experiences that traditional rituals may not.,"(a) rigorous, scientific validation of therapeutic potential.",(b) Compelling preliminary data on safety and efficacy for mental illness.,(b) It aims to address the root causes of disorders.,(c) Statements 1 and 2,(a) a self-centered perspective to a broader awareness.,(b) allows for a temporary dissolution of a rigid sense of self.,(d) By reducing fear while increasing cognitive function,"(d) Statements 1, 2, 3 and 4",(a) It empowers the patient to access their own healing intelligence.,(c) Including non-drug psychotherapy sessions for integration.,(a) The therapeutic benefits appear to be durable and lasting.,(b) may offer a substantial improvement over existing therapies.,"(c) Medically supervised sessions for specific, approved conditions.",(a) re-establish psychedelics' legitimacy within the medical system.,2,50,,,20,65787269e68b8f57359ac1ab,20,20,"RetrievalPractice,Psychedelics",,,Instructions|Video|Instructions|Q17|Q16|Q2|Q3|Q8|Q18|Q4|Q19 |Q20|Q12|Q15|Q7|Q5|Q14|Q10|Q13|Q11|Q9|Q6|Q1|Prior knowledge|JOL|Instructions,
09/07/2025 03:12,09/07/2025 03:36,IP Address,100,1455,TRUE,09/07/2025 03:36,R_8M5kYhmg7GOrW5o,anonymous,EN,0.400000006,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",67aca624ef17740af213bc30,20,Male,Yes,,,,,,,,,,,,,,,,,,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,0,67aca624ef17740af213bc30,0,0,"ElaboratedExplanation,StemCells",,Instructions|Video |Instructions|E9|E3|E5|E8|E13 |E4|E10 |E6|E2|E7 |E20 |E17|E14|E11|E1|E18|E16|E15|E12 |E19|Prior knowledge|JOL|Instructions,,
09/07/2025 03:16,09/07/2025 03:36,IP Address,100,1211,TRUE,09/07/2025 03:36,R_2E78D2oDPWxY06V,anonymous,EN,0.100000001,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",6575c4ea606a4f38b29e4e5d,52,Female,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,0,6575c4ea606a4f38b29e4e5d,0,0,"ElaboratedExplanation,Psychedelics",,,,Instructions|Video|Instructions|E20|E13|E12|E9|E16|E3|E18|E1|E8|E17|E6|E15|E19|E10|E5|E7|E2|E4|E11|E14|Prior knowledge|JOL|Q140
09/07/2025 03:08,09/07/2025 03:36,IP Address,100,1658,TRUE,09/07/2025 03:36,R_8dxgxUfGb1RSq3L,anonymous,EN,1,"I have read the information sheet and understand I can email the researchers with any questions.,I understand that my personal information (e.g., my age, gender, and information about my language background) will be used for the purposes of this study, which have been explained to me.,I consent to the processing of my personal information for the purposes of this study, and I understand that any such information will be treated as strictly confidential and handled in accordance with the provisions of the Data Protection Act 2018.,I understand that the information I provide may be published as a report and I will be sent a copy if I wish. Confidentiality and anonymity will be maintained, and it will not be possible to identify me in any publications.,I understand that my anonymised research data may be shared in accordance with open science guidelines (no one will be able to identify me if these data are shared).,I understand that I am free to withdraw from the study without penalty if I so wish.,I am over the age of 18.,I consent to take part in this study.",5ec6d054e1f1a71078cfbcda,42,Male,Yes,(a) iPSCs can differentiate into a wider variety of cell types than embryonic stem cells.,(a) It allows for the creation of motor neurons that are genetically identical to the patient's.,(b) The interaction between motor neurons and other cell types contributing to the disease.,"(d) Statements 1, 2, 3, and 4",(b) The over-reliance on animal models that do not accurately predict human responses.,"(b) It would identify failing drugs earlier, reducing the $4 billion sunk cost per success.",(b) The drug's efficacy and safety could vary due to the patient's different genetic makeup.,(a) A drug being effective for one person but causing harmful side effects in another.,(a) To ensure a representative model of the human population for drug testing.,(b) Does this drug cause liver damage in individuals with a specific genetic marker?,(b) They are less constrained by the profit motives and bureaucracy of large organizations.,(a) They lack the laboratory space to conduct cutting-edge experiments.,(a) The process is not scalable and introduces variability between cell lines.,"(c) Manual creation would be too slow and inconsistent to produce reliable, comparable lines at scale.",(c) It proves that all diseases are as complex and catastrophic as a plane crash.,(c) Eliminate the need for animal testing in all medical research.,(d) To highlight that both fields rely on the same laboratory techniques and equipment.,(c) To advance critical research without political and financial interference.,(a) By allowing the drug to be tested on diverse cardiac cells before human trials.,(c) To create a new group of patients who would not experience arthritis.,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5ec6d054e1f1a71078cfbcda,13,20,"RetrievalPractice,StemCells",Instructions|Video|Instructions|Q12|Q13 |Q18 |Q2|Q5 |Q7|Q1 |Q8|Q10|Q3|Q17 |Q4|Q15|Q11|Q6 |Q19 |Q16|Q14 |Q9|Q20|Prior knowledge|JOL |Instructions ,,,
